child,parent_1,parent_2,parent_3
GEN=46_MEMBER=167_PSO,GEN=43_MEMBER=91_PSO,,
GEN=46_MEMBER=168_PSO,GEN=41_MEMBER=30_PSO,,
GEN=46_MEMBER=169_PSO,GEN=41_MEMBER=10_PSO,,
GEN=46_MEMBER=170_PSO,GEN=41_MEMBER=16_PSO,,
GEN=46_MEMBER=171_PSO,GEN=43_MEMBER=88_PSO,,
GEN=46_MEMBER=172_PSO,GEN=42_MEMBER=37_PSO,,
GEN=46_MEMBER=173_PSO,GEN=45_MEMBER=138_PSO,,
GEN=46_MEMBER=174_PSO,GEN=44_MEMBER=108_PSO,,
GEN=46_MEMBER=175_PSO,GEN=44_MEMBER=105_PSO,,
GEN=46_MEMBER=176_PSO,GEN=44_MEMBER=101_PSO,,
GEN=46_MEMBER=177_PSO,GEN=43_MEMBER=69_PSO,,
GEN=46_MEMBER=178_PSO,GEN=45_MEMBER=151_PSO,,
GEN=46_MEMBER=179_PSO,GEN=45_MEMBER=125_PSO,,
GEN=46_MEMBER=180_PSO,GEN=41_MEMBER=13_PSO,,
GEN=46_MEMBER=181_PSO,GEN=41_MEMBER=8_PSO,,
GEN=46_MEMBER=182_PSO,GEN=42_MEMBER=55_PSO,,
GEN=47_MEMBER=183_PSO,GEN=5_MEMBER=147_PSO,,
GEN=47_MEMBER=184_PSO,GEN=12_MEMBER=357_PSO,,
GEN=47_MEMBER=185_PSO,GEN=0_TRAINING=15,,
GEN=47_MEMBER=186_PSO,GEN=43_MEMBER=79_PSO,,
GEN=47_MEMBER=187_PSO,GEN=45_MEMBER=137_PSO,,
GEN=47_MEMBER=188_PSO,GEN=43_MEMBER=74_PSO,,
GEN=47_MEMBER=189_PSO,GEN=19_MEMBER=556_PSO,,
GEN=47_MEMBER=190_PSO,GEN=44_MEMBER=121_PSO,,
GEN=47_MEMBER=191_PSO,GEN=15_MEMBER=446_PSO,,
GEN=47_MEMBER=192_PSO,GEN=45_MEMBER=132_PSO,,
GEN=47_MEMBER=193_PSO,GEN=42_MEMBER=33_PSO,,
GEN=47_MEMBER=194_PSO,GEN=41_MEMBER=30_PSO,,
GEN=47_MEMBER=195_PSO,GEN=41_MEMBER=10_PSO,,
GEN=47_MEMBER=196_PSO,GEN=18_MEMBER=531_PSO,,
GEN=47_MEMBER=197_PSO,GEN=11_MEMBER=328_PSO,,
GEN=47_MEMBER=198_PSO,GEN=45_MEMBER=150_PSO,,
GEN=47_MEMBER=199_PSO,GEN=46_MEMBER=177_PSO,,
GEN=47_MEMBER=200_PSO,GEN=43_MEMBER=88_PSO,,
GEN=47_MEMBER=201_PSO,GEN=46_MEMBER=174_PSO,,
GEN=47_MEMBER=202_PSO,GEN=42_MEMBER=37_PSO,,
GEN=47_MEMBER=203_PSO,GEN=41_MEMBER=16_PSO,,
GEN=47_MEMBER=204_PSO,GEN=43_MEMBER=91_PSO,,
GEN=47_MEMBER=205_PSO,GEN=46_MEMBER=178_PSO,,
GEN=47_MEMBER=206_PSO,GEN=45_MEMBER=125_PSO,,
GEN=47_MEMBER=207_PSO,GEN=43_MEMBER=69_PSO,,
GEN=47_MEMBER=208_PSO,GEN=46_MEMBER=182_PSO,,
GEN=47_MEMBER=209_PSO,GEN=41_MEMBER=8_PSO,,
GEN=47_MEMBER=210_PSO,GEN=41_MEMBER=13_PSO,,
GEN=47_MEMBER=211_PSO,GEN=46_MEMBER=170_PSO,,
GEN=47_MEMBER=212_PSO,GEN=46_MEMBER=160_PSO,,
GEN=48_MEMBER=213_PSO,GEN=5_MEMBER=147_PSO,,
GEN=48_MEMBER=214_PSO,GEN=44_MEMBER=121_PSO,,
GEN=48_MEMBER=215_PSO,GEN=0_TRAINING=15,,
GEN=48_MEMBER=216_PSO,GEN=12_MEMBER=357_PSO,,
GEN=48_MEMBER=217_PSO,GEN=15_MEMBER=446_PSO,,
GEN=48_MEMBER=218_PSO,GEN=19_MEMBER=556_PSO,,
GEN=48_MEMBER=219_PSO,GEN=43_MEMBER=74_PSO,,
GEN=48_MEMBER=220_PSO,GEN=45_MEMBER=137_PSO,,
GEN=48_MEMBER=221_PSO,GEN=43_MEMBER=79_PSO,,
GEN=48_MEMBER=222_PSO,GEN=45_MEMBER=132_PSO,,
GEN=48_MEMBER=223_PSO,GEN=11_MEMBER=328_PSO,,
GEN=48_MEMBER=224_PSO,GEN=18_MEMBER=531_PSO,,
GEN=48_MEMBER=225_PSO,GEN=41_MEMBER=10_PSO,,
GEN=48_MEMBER=226_PSO,GEN=41_MEMBER=30_PSO,,
GEN=48_MEMBER=227_PSO,GEN=45_MEMBER=150_PSO,,
GEN=48_MEMBER=228_PSO,GEN=47_MEMBER=200_PSO,,
GEN=48_MEMBER=229_PSO,GEN=42_MEMBER=33_PSO,,
GEN=48_MEMBER=230_PSO,GEN=47_MEMBER=207_PSO,,
GEN=48_MEMBER=231_PSO,GEN=46_MEMBER=177_PSO,,
GEN=48_MEMBER=232_PSO,GEN=47_MEMBER=206_PSO,,
GEN=48_MEMBER=233_PSO,GEN=43_MEMBER=88_PSO,,
GEN=48_MEMBER=234_PSO,GEN=41_MEMBER=16_PSO,,
GEN=48_MEMBER=235_PSO,GEN=47_MEMBER=201_PSO,,
GEN=48_MEMBER=236_PSO,GEN=45_MEMBER=125_PSO,,
GEN=48_MEMBER=237_PSO,GEN=46_MEMBER=174_PSO,,
GEN=48_MEMBER=238_PSO,GEN=42_MEMBER=37_PSO,,
GEN=48_MEMBER=239_PSO,GEN=47_MEMBER=203_PSO,,
GEN=48_MEMBER=240_PSO,GEN=43_MEMBER=91_PSO,,
GEN=48_MEMBER=241_PSO,GEN=43_MEMBER=69_PSO,,
GEN=48_MEMBER=242_PSO,GEN=46_MEMBER=178_PSO,,
GEN=49_MEMBER=243_PSO,GEN=5_MEMBER=147_PSO,,
GEN=49_MEMBER=244_PSO,GEN=48_MEMBER=215_PSO,,
GEN=49_MEMBER=245_PSO,GEN=15_MEMBER=446_PSO,,
GEN=49_MEMBER=246_PSO,GEN=12_MEMBER=357_PSO,,
GEN=49_MEMBER=247_PSO,GEN=0_TRAINING=15,,
GEN=49_MEMBER=248_PSO,GEN=44_MEMBER=121_PSO,,
GEN=49_MEMBER=249_PSO,GEN=43_MEMBER=79_PSO,,
GEN=49_MEMBER=250_PSO,GEN=43_MEMBER=74_PSO,,
GEN=49_MEMBER=251_PSO,GEN=19_MEMBER=556_PSO,,
GEN=49_MEMBER=252_PSO,GEN=45_MEMBER=132_PSO,,
GEN=49_MEMBER=253_PSO,GEN=42_MEMBER=33_PSO,,
GEN=49_MEMBER=254_PSO,GEN=41_MEMBER=30_PSO,,
GEN=49_MEMBER=255_PSO,GEN=41_MEMBER=10_PSO,,
GEN=49_MEMBER=256_PSO,GEN=18_MEMBER=531_PSO,,
GEN=49_MEMBER=257_PSO,GEN=45_MEMBER=137_PSO,,
GEN=49_MEMBER=258_PSO,GEN=11_MEMBER=328_PSO,,
GEN=49_MEMBER=259_PSO,GEN=45_MEMBER=150_PSO,,
GEN=49_MEMBER=260_PSO,GEN=47_MEMBER=200_PSO,,
GEN=49_MEMBER=261_PSO,GEN=47_MEMBER=207_PSO,,
GEN=49_MEMBER=262_PSO,GEN=43_MEMBER=88_PSO,,
GEN=49_MEMBER=263_PSO,GEN=48_MEMBER=227_PSO,,
GEN=49_MEMBER=264_PSO,GEN=47_MEMBER=206_PSO,,
GEN=49_MEMBER=265_PSO,GEN=46_MEMBER=177_PSO,,
GEN=49_MEMBER=266_PSO,GEN=41_MEMBER=16_PSO,,
GEN=49_MEMBER=267_PSO,GEN=47_MEMBER=201_PSO,,
GEN=49_MEMBER=268_PSO,GEN=46_MEMBER=174_PSO,,
GEN=49_MEMBER=269_PSO,GEN=45_MEMBER=125_PSO,,
GEN=49_MEMBER=270_PSO,GEN=48_MEMBER=235_PSO,,
GEN=49_MEMBER=271_PSO,GEN=42_MEMBER=37_PSO,,
GEN=49_MEMBER=272_PSO,GEN=47_MEMBER=203_PSO,,
GEN=50_MEMBER=273_PSO,GEN=5_MEMBER=147_PSO,,
GEN=50_MEMBER=274_PSO,GEN=43_MEMBER=79_PSO,,
GEN=50_MEMBER=275_PSO,GEN=44_MEMBER=121_PSO,,
GEN=50_MEMBER=276_PSO,GEN=0_TRAINING=15,,
GEN=50_MEMBER=277_PSO,GEN=12_MEMBER=357_PSO,,
GEN=50_MEMBER=278_PSO,GEN=49_MEMBER=247_PSO,,
GEN=50_MEMBER=279_PSO,GEN=19_MEMBER=556_PSO,,
GEN=50_MEMBER=280_PSO,GEN=48_MEMBER=215_PSO,,
GEN=50_MEMBER=281_PSO,GEN=43_MEMBER=74_PSO,,
GEN=50_MEMBER=282_PSO,GEN=49_MEMBER=272_PSO,,
GEN=50_MEMBER=283_PSO,GEN=45_MEMBER=150_PSO,,
GEN=50_MEMBER=284_PSO,GEN=15_MEMBER=446_PSO,,
GEN=50_MEMBER=285_PSO,GEN=41_MEMBER=10_PSO,,
GEN=50_MEMBER=286_PSO,GEN=49_MEMBER=268_PSO,,
GEN=50_MEMBER=287_PSO,GEN=49_MEMBER=252_PSO,,
GEN=50_MEMBER=288_PSO,GEN=18_MEMBER=531_PSO,,
GEN=50_MEMBER=289_PSO,GEN=41_MEMBER=30_PSO,,
GEN=50_MEMBER=290_PSO,GEN=45_MEMBER=132_PSO,,
GEN=50_MEMBER=291_PSO,GEN=42_MEMBER=33_PSO,,
GEN=50_MEMBER=292_PSO,GEN=11_MEMBER=328_PSO,,
GEN=50_MEMBER=293_PSO,GEN=47_MEMBER=200_PSO,,
GEN=50_MEMBER=294_PSO,GEN=49_MEMBER=259_PSO,,
GEN=50_MEMBER=295_PSO,GEN=45_MEMBER=137_PSO,,
GEN=50_MEMBER=296_PSO,GEN=43_MEMBER=88_PSO,,
GEN=50_MEMBER=297_PSO,GEN=47_MEMBER=206_PSO,,
GEN=50_MEMBER=298_PSO,GEN=47_MEMBER=207_PSO,,
GEN=50_MEMBER=299_PSO,GEN=48_MEMBER=227_PSO,,
GEN=50_MEMBER=300_PSO,GEN=49_MEMBER=270_PSO,,
GEN=50_MEMBER=301_PSO,GEN=46_MEMBER=177_PSO,,
GEN=50_MEMBER=302_PSO,GEN=45_MEMBER=125_PSO,,
GEN=51_MEMBER=303_PSO,GEN=5_MEMBER=147_PSO,,
GEN=51_MEMBER=304_PSO,GEN=12_MEMBER=357_PSO,,
GEN=51_MEMBER=305_PSO,GEN=0_TRAINING=15,,
GEN=51_MEMBER=306_PSO,GEN=44_MEMBER=121_PSO,,
GEN=51_MEMBER=307_PSO,GEN=43_MEMBER=79_PSO,,
GEN=51_MEMBER=308_PSO,GEN=49_MEMBER=247_PSO,,
GEN=51_MEMBER=309_PSO,GEN=43_MEMBER=74_PSO,,
GEN=51_MEMBER=310_PSO,GEN=48_MEMBER=215_PSO,,
GEN=51_MEMBER=311_PSO,GEN=19_MEMBER=556_PSO,,
GEN=51_MEMBER=312_PSO,GEN=49_MEMBER=272_PSO,,
GEN=51_MEMBER=313_PSO,GEN=45_MEMBER=150_PSO,,
GEN=51_MEMBER=314_PSO,GEN=41_MEMBER=10_PSO,,
GEN=51_MEMBER=315_PSO,GEN=15_MEMBER=446_PSO,,
GEN=51_MEMBER=316_PSO,GEN=50_MEMBER=300_PSO,,
GEN=51_MEMBER=317_PSO,GEN=49_MEMBER=268_PSO,,
GEN=51_MEMBER=318_PSO,GEN=49_MEMBER=252_PSO,,
GEN=51_MEMBER=319_PSO,GEN=41_MEMBER=30_PSO,,
GEN=51_MEMBER=320_PSO,GEN=18_MEMBER=531_PSO,,
GEN=51_MEMBER=321_PSO,GEN=50_MEMBER=282_PSO,,
GEN=51_MEMBER=322_PSO,GEN=50_MEMBER=280_PSO,,
GEN=51_MEMBER=323_PSO,GEN=45_MEMBER=132_PSO,,
GEN=51_MEMBER=324_PSO,GEN=11_MEMBER=328_PSO,,
GEN=51_MEMBER=325_PSO,GEN=47_MEMBER=200_PSO,,
GEN=51_MEMBER=326_PSO,GEN=50_MEMBER=285_PSO,,
GEN=51_MEMBER=327_PSO,GEN=49_MEMBER=259_PSO,,
GEN=51_MEMBER=328_PSO,GEN=45_MEMBER=137_PSO,,
GEN=51_MEMBER=329_PSO,GEN=42_MEMBER=33_PSO,,
GEN=51_MEMBER=330_PSO,GEN=50_MEMBER=286_PSO,,
GEN=51_MEMBER=331_PSO,GEN=48_MEMBER=227_PSO,,
GEN=51_MEMBER=332_PSO,GEN=47_MEMBER=207_PSO,,
GEN=52_MEMBER=333_PSO,GEN=5_MEMBER=147_PSO,,
GEN=52_MEMBER=334_PSO,GEN=19_MEMBER=556_PSO,,
GEN=52_MEMBER=335_PSO,GEN=12_MEMBER=357_PSO,,
GEN=52_MEMBER=336_PSO,GEN=0_TRAINING=15,,
GEN=52_MEMBER=337_PSO,GEN=49_MEMBER=247_PSO,,
GEN=52_MEMBER=338_PSO,GEN=48_MEMBER=215_PSO,,
GEN=52_MEMBER=339_PSO,GEN=44_MEMBER=121_PSO,,
GEN=52_MEMBER=340_PSO,GEN=43_MEMBER=79_PSO,,
GEN=52_MEMBER=341_PSO,GEN=43_MEMBER=74_PSO,,
GEN=52_MEMBER=342_PSO,GEN=51_MEMBER=318_PSO,,
GEN=52_MEMBER=343_PSO,GEN=49_MEMBER=272_PSO,,
GEN=52_MEMBER=344_PSO,GEN=41_MEMBER=10_PSO,,
GEN=52_MEMBER=345_PSO,GEN=45_MEMBER=150_PSO,,
GEN=52_MEMBER=346_PSO,GEN=15_MEMBER=446_PSO,,
GEN=52_MEMBER=347_PSO,GEN=49_MEMBER=268_PSO,,
GEN=52_MEMBER=348_PSO,GEN=41_MEMBER=30_PSO,,
GEN=52_MEMBER=349_PSO,GEN=18_MEMBER=531_PSO,,
GEN=52_MEMBER=350_PSO,GEN=49_MEMBER=252_PSO,,
GEN=52_MEMBER=351_PSO,GEN=49_MEMBER=259_PSO,,
GEN=52_MEMBER=352_PSO,GEN=45_MEMBER=132_PSO,,
GEN=52_MEMBER=353_PSO,GEN=47_MEMBER=200_PSO,,
GEN=52_MEMBER=354_PSO,GEN=11_MEMBER=328_PSO,,
GEN=52_MEMBER=355_PSO,GEN=50_MEMBER=285_PSO,,
GEN=52_MEMBER=356_PSO,GEN=42_MEMBER=33_PSO,,
GEN=52_MEMBER=357_PSO,GEN=45_MEMBER=137_PSO,,
GEN=52_MEMBER=358_PSO,GEN=51_MEMBER=319_PSO,,
GEN=52_MEMBER=359_PSO,GEN=50_MEMBER=300_PSO,,
GEN=52_MEMBER=360_PSO,GEN=48_MEMBER=227_PSO,,
GEN=52_MEMBER=361_PSO,GEN=51_MEMBER=312_PSO,,
GEN=52_MEMBER=362_PSO,GEN=50_MEMBER=286_PSO,,
GEN=53_MEMBER=363_PSO,GEN=5_MEMBER=147_PSO,,
GEN=53_MEMBER=364_PSO,GEN=0_TRAINING=15,,
