child,parent_1,parent_2,parent_3
GEN=4_MEMBER=94_PSO,GEN=3_MEMBER=70_PSO,,
GEN=4_MEMBER=95_PSO,GEN=1_MEMBER=28_PSO,,
GEN=4_MEMBER=96_PSO,GEN=3_MEMBER=79_PSO,,
GEN=4_MEMBER=97_PSO,GEN=2_MEMBER=56_PSO,,
GEN=4_MEMBER=98_PSO,GEN=2_MEMBER=52_PSO,,
GEN=4_MEMBER=99_PSO,GEN=1_MEMBER=20_PSO,,
GEN=5_MEMBER=100_PSO,GEN=4_MEMBER=97_PSO,,
GEN=5_MEMBER=101_PSO,GEN=2_MEMBER=53_PSO,,
GEN=5_MEMBER=102_PSO,GEN=0_MEMBER=7,,
GEN=5_MEMBER=103_PSO,GEN=4_MEMBER=93_PSO,,
GEN=5_MEMBER=104_PSO,GEN=2_MEMBER=40_PSO,,
GEN=5_MEMBER=105_PSO,GEN=4_MEMBER=95_PSO,,
GEN=5_MEMBER=106_PSO,GEN=4_MEMBER=91_PSO,,
GEN=5_MEMBER=107_PSO,GEN=4_MEMBER=87_PSO,,
GEN=5_MEMBER=108_PSO,GEN=1_MEMBER=35_PSO,,
GEN=5_MEMBER=109_PSO,GEN=0_MEMBER=16,,
GEN=5_MEMBER=110_PSO,GEN=3_MEMBER=75_PSO,,
GEN=5_MEMBER=111_PSO,GEN=4_MEMBER=99_PSO,,
GEN=5_MEMBER=112_PSO,GEN=3_MEMBER=67_PSO,,
GEN=5_MEMBER=113_PSO,GEN=3_MEMBER=63_PSO,,
GEN=5_MEMBER=114_PSO,GEN=4_MEMBER=86_PSO,,
GEN=5_MEMBER=115_PSO,GEN=2_MEMBER=48_PSO,,
GEN=5_MEMBER=116_PSO,GEN=4_MEMBER=89_PSO,,
GEN=5_MEMBER=117_PSO,GEN=3_MEMBER=70_PSO,,
GEN=5_MEMBER=118_PSO,GEN=1_MEMBER=28_PSO,,
GEN=5_MEMBER=119_PSO,GEN=3_MEMBER=61_PSO,,
GEN=6_MEMBER=120_PSO,GEN=4_MEMBER=97_PSO,,
GEN=6_MEMBER=121_PSO,GEN=2_MEMBER=53_PSO,,
GEN=6_MEMBER=122_PSO,GEN=0_MEMBER=7,,
GEN=6_MEMBER=123_PSO,GEN=4_MEMBER=93_PSO,,
GEN=6_MEMBER=124_PSO,GEN=2_MEMBER=40_PSO,,
GEN=6_MEMBER=125_PSO,GEN=4_MEMBER=91_PSO,,
GEN=6_MEMBER=126_PSO,GEN=5_MEMBER=119_PSO,,
GEN=6_MEMBER=127_PSO,GEN=5_MEMBER=110_PSO,,
GEN=6_MEMBER=128_PSO,GEN=3_MEMBER=75_PSO,,
GEN=6_MEMBER=129_PSO,GEN=4_MEMBER=99_PSO,,
GEN=6_MEMBER=130_PSO,GEN=3_MEMBER=67_PSO,,
GEN=6_MEMBER=131_PSO,GEN=4_MEMBER=95_PSO,,
GEN=6_MEMBER=132_PSO,GEN=5_MEMBER=118_PSO,,
GEN=6_MEMBER=133_PSO,GEN=5_MEMBER=106_PSO,,
GEN=6_MEMBER=134_PSO,GEN=0_MEMBER=16,,
GEN=6_MEMBER=135_PSO,GEN=1_MEMBER=35_PSO,,
GEN=6_MEMBER=136_PSO,GEN=5_MEMBER=101_PSO,,
GEN=6_MEMBER=137_PSO,GEN=4_MEMBER=87_PSO,,
GEN=6_MEMBER=138_PSO,GEN=5_MEMBER=108_PSO,,
GEN=6_MEMBER=139_PSO,GEN=3_MEMBER=63_PSO,,
GEN=7_MEMBER=140_PSO,GEN=4_MEMBER=97_PSO,,
GEN=7_MEMBER=141_PSO,GEN=2_MEMBER=53_PSO,,
GEN=7_MEMBER=142_PSO,GEN=6_MEMBER=137_PSO,,
GEN=7_MEMBER=143_PSO,GEN=4_MEMBER=93_PSO,,
GEN=7_MEMBER=144_PSO,GEN=6_MEMBER=135_PSO,,
GEN=7_MEMBER=145_PSO,GEN=3_MEMBER=75_PSO,,
GEN=7_MEMBER=146_PSO,GEN=5_MEMBER=110_PSO,,
GEN=7_MEMBER=147_PSO,GEN=4_MEMBER=99_PSO,,
GEN=7_MEMBER=148_PSO,GEN=6_MEMBER=130_PSO,,
GEN=7_MEMBER=149_PSO,GEN=4_MEMBER=91_PSO,,
GEN=7_MEMBER=150_PSO,GEN=4_MEMBER=95_PSO,,
GEN=7_MEMBER=151_PSO,GEN=6_MEMBER=132_PSO,,
GEN=7_MEMBER=152_PSO,GEN=2_MEMBER=40_PSO,,
GEN=7_MEMBER=153_PSO,GEN=5_MEMBER=118_PSO,,
GEN=7_MEMBER=154_PSO,GEN=6_MEMBER=126_PSO,,
GEN=7_MEMBER=155_PSO,GEN=5_MEMBER=106_PSO,,
GEN=7_MEMBER=156_PSO,GEN=0_MEMBER=16,,
GEN=7_MEMBER=157_PSO,GEN=6_MEMBER=139_PSO,,
GEN=7_MEMBER=158_PSO,GEN=5_MEMBER=101_PSO,,
GEN=7_MEMBER=159_PSO,GEN=1_MEMBER=35_PSO,,
GEN=8_MEMBER=160_PSO,GEN=4_MEMBER=97_PSO,,
GEN=8_MEMBER=161_PSO,GEN=2_MEMBER=53_PSO,,
GEN=8_MEMBER=162_PSO,GEN=6_MEMBER=137_PSO,,
GEN=8_MEMBER=163_PSO,GEN=4_MEMBER=93_PSO,,
GEN=8_MEMBER=164_PSO,GEN=3_MEMBER=75_PSO,,
GEN=8_MEMBER=165_PSO,GEN=7_MEMBER=144_PSO,,
GEN=8_MEMBER=166_PSO,GEN=6_MEMBER=135_PSO,,
GEN=8_MEMBER=167_PSO,GEN=4_MEMBER=99_PSO,,
GEN=8_MEMBER=168_PSO,GEN=6_MEMBER=130_PSO,,
GEN=8_MEMBER=169_PSO,GEN=4_MEMBER=95_PSO,,
GEN=8_MEMBER=170_PSO,GEN=5_MEMBER=101_PSO,,
GEN=8_MEMBER=171_PSO,GEN=5_MEMBER=118_PSO,,
GEN=8_MEMBER=172_PSO,GEN=6_MEMBER=132_PSO,,
GEN=8_MEMBER=173_PSO,GEN=2_MEMBER=40_PSO,,
GEN=8_MEMBER=174_PSO,GEN=5_MEMBER=110_PSO,,
GEN=8_MEMBER=175_PSO,GEN=6_MEMBER=126_PSO,,
GEN=8_MEMBER=176_PSO,GEN=4_MEMBER=91_PSO,,
GEN=8_MEMBER=177_PSO,GEN=5_MEMBER=106_PSO,,
GEN=8_MEMBER=178_PSO,GEN=6_MEMBER=139_PSO,,
GEN=8_MEMBER=179_PSO,GEN=0_MEMBER=16,,
GEN=9_MEMBER=180_PSO,GEN=4_MEMBER=97_PSO,,
GEN=9_MEMBER=181_PSO,GEN=2_MEMBER=53_PSO,,
GEN=9_MEMBER=182_PSO,GEN=6_MEMBER=137_PSO,,
GEN=9_MEMBER=183_PSO,GEN=4_MEMBER=93_PSO,,
GEN=9_MEMBER=184_PSO,GEN=3_MEMBER=75_PSO,,
GEN=9_MEMBER=185_PSO,GEN=6_MEMBER=139_PSO,,
GEN=9_MEMBER=186_PSO,GEN=7_MEMBER=144_PSO,,
GEN=9_MEMBER=187_PSO,GEN=6_MEMBER=135_PSO,,
GEN=9_MEMBER=188_PSO,GEN=4_MEMBER=95_PSO,,
GEN=9_MEMBER=189_PSO,GEN=6_MEMBER=130_PSO,,
GEN=9_MEMBER=190_PSO,GEN=5_MEMBER=118_PSO,,
GEN=9_MEMBER=191_PSO,GEN=6_MEMBER=132_PSO,,
GEN=9_MEMBER=192_PSO,GEN=2_MEMBER=40_PSO,,
GEN=9_MEMBER=193_PSO,GEN=5_MEMBER=110_PSO,,
GEN=9_MEMBER=194_PSO,GEN=6_MEMBER=126_PSO,,
GEN=9_MEMBER=195_PSO,GEN=5_MEMBER=106_PSO,,
GEN=9_MEMBER=196_PSO,GEN=0_MEMBER=16,,
GEN=9_MEMBER=197_PSO,GEN=4_MEMBER=99_PSO,,
GEN=9_MEMBER=198_PSO,GEN=8_MEMBER=176_PSO,,
GEN=9_MEMBER=199_PSO,GEN=5_MEMBER=101_PSO,,
GEN=10_MEMBER=200_PSO,GEN=4_MEMBER=97_PSO,,
GEN=10_MEMBER=201_PSO,GEN=2_MEMBER=53_PSO,,
GEN=10_MEMBER=202_PSO,GEN=6_MEMBER=137_PSO,,
GEN=10_MEMBER=203_PSO,GEN=9_MEMBER=192_PSO,,
GEN=10_MEMBER=204_PSO,GEN=5_MEMBER=118_PSO,,
GEN=10_MEMBER=205_PSO,GEN=3_MEMBER=75_PSO,,
GEN=10_MEMBER=206_PSO,GEN=6_MEMBER=139_PSO,,
GEN=10_MEMBER=207_PSO,GEN=7_MEMBER=144_PSO,,
GEN=10_MEMBER=208_PSO,GEN=6_MEMBER=135_PSO,,
GEN=10_MEMBER=209_PSO,GEN=8_MEMBER=176_PSO,,
GEN=10_MEMBER=210_PSO,GEN=6_MEMBER=130_PSO,,
GEN=10_MEMBER=211_PSO,GEN=5_MEMBER=101_PSO,,
GEN=10_MEMBER=212_PSO,GEN=4_MEMBER=99_PSO,,
GEN=10_MEMBER=213_PSO,GEN=6_MEMBER=132_PSO,,
GEN=10_MEMBER=214_PSO,GEN=2_MEMBER=40_PSO,,
GEN=10_MEMBER=215_PSO,GEN=5_MEMBER=110_PSO,,
GEN=10_MEMBER=216_PSO,GEN=6_MEMBER=126_PSO,,
GEN=10_MEMBER=217_PSO,GEN=5_MEMBER=106_PSO,,
GEN=10_MEMBER=218_PSO,GEN=0_MEMBER=16,,
GEN=10_MEMBER=219_PSO,GEN=9_MEMBER=191_PSO,,
GEN=11_MEMBER=220_PSO,GEN=4_MEMBER=97_PSO,,
GEN=11_MEMBER=221_PSO,GEN=2_MEMBER=53_PSO,,
GEN=11_MEMBER=222_PSO,GEN=6_MEMBER=137_PSO,,
GEN=11_MEMBER=223_PSO,GEN=9_MEMBER=192_PSO,,
GEN=11_MEMBER=224_PSO,GEN=5_MEMBER=118_PSO,,
GEN=11_MEMBER=225_PSO,GEN=6_MEMBER=135_PSO,,
GEN=11_MEMBER=226_PSO,GEN=7_MEMBER=144_PSO,,
GEN=11_MEMBER=227_PSO,GEN=4_MEMBER=99_PSO,,
GEN=11_MEMBER=228_PSO,GEN=8_MEMBER=176_PSO,,
GEN=11_MEMBER=229_PSO,GEN=9_MEMBER=191_PSO,,
GEN=11_MEMBER=230_PSO,GEN=6_MEMBER=130_PSO,,
GEN=11_MEMBER=231_PSO,GEN=6_MEMBER=132_PSO,,
GEN=11_MEMBER=232_PSO,GEN=2_MEMBER=40_PSO,,
GEN=11_MEMBER=233_PSO,GEN=3_MEMBER=75_PSO,,
GEN=11_MEMBER=234_PSO,GEN=0_MEMBER=16,,
GEN=11_MEMBER=235_PSO,GEN=10_MEMBER=217_PSO,,
GEN=11_MEMBER=236_PSO,GEN=6_MEMBER=139_PSO,,
GEN=11_MEMBER=237_PSO,GEN=5_MEMBER=110_PSO,,
GEN=11_MEMBER=238_PSO,GEN=5_MEMBER=106_PSO,,
GEN=11_MEMBER=239_PSO,GEN=10_MEMBER=215_PSO,,
GEN=12_MEMBER=240_PSO,GEN=4_MEMBER=97_PSO,,
GEN=12_MEMBER=241_PSO,GEN=2_MEMBER=53_PSO,,
GEN=12_MEMBER=242_PSO,GEN=6_MEMBER=137_PSO,,
GEN=12_MEMBER=243_PSO,GEN=11_MEMBER=226_PSO,,
GEN=12_MEMBER=244_PSO,GEN=2_MEMBER=40_PSO,,
GEN=12_MEMBER=245_PSO,GEN=6_MEMBER=132_PSO,,
GEN=12_MEMBER=246_PSO,GEN=7_MEMBER=144_PSO,,
GEN=12_MEMBER=247_PSO,GEN=4_MEMBER=99_PSO,,
GEN=12_MEMBER=248_PSO,GEN=5_MEMBER=118_PSO,,
GEN=12_MEMBER=249_PSO,GEN=6_MEMBER=130_PSO,,
GEN=12_MEMBER=250_PSO,GEN=11_MEMBER=233_PSO,,
GEN=12_MEMBER=251_PSO,GEN=9_MEMBER=191_PSO,,
GEN=12_MEMBER=252_PSO,GEN=6_MEMBER=135_PSO,,
GEN=12_MEMBER=253_PSO,GEN=8_MEMBER=176_PSO,,
GEN=12_MEMBER=254_PSO,GEN=5_MEMBER=110_PSO,,
GEN=12_MEMBER=255_PSO,GEN=3_MEMBER=75_PSO,,
GEN=12_MEMBER=256_PSO,GEN=0_MEMBER=16,,
GEN=12_MEMBER=257_PSO,GEN=11_MEMBER=228_PSO,,
GEN=12_MEMBER=258_PSO,GEN=10_MEMBER=217_PSO,,
GEN=12_MEMBER=259_PSO,GEN=6_MEMBER=139_PSO,,
GEN=13_MEMBER=260_PSO,GEN=4_MEMBER=97_PSO,,
GEN=13_MEMBER=261_PSO,GEN=2_MEMBER=53_PSO,,
GEN=13_MEMBER=262_PSO,GEN=6_MEMBER=137_PSO,,
GEN=13_MEMBER=263_PSO,GEN=11_MEMBER=226_PSO,,
GEN=13_MEMBER=264_PSO,GEN=0_MEMBER=16,,
GEN=13_MEMBER=265_PSO,GEN=2_MEMBER=40_PSO,,
GEN=13_MEMBER=266_PSO,GEN=4_MEMBER=99_PSO,,
GEN=13_MEMBER=267_PSO,GEN=8_MEMBER=176_PSO,,
GEN=13_MEMBER=268_PSO,GEN=7_MEMBER=144_PSO,,
GEN=13_MEMBER=269_PSO,GEN=11_MEMBER=233_PSO,,
GEN=13_MEMBER=270_PSO,GEN=9_MEMBER=191_PSO,,
GEN=13_MEMBER=271_PSO,GEN=6_MEMBER=130_PSO,,
GEN=13_MEMBER=272_PSO,GEN=5_MEMBER=118_PSO,,
GEN=13_MEMBER=273_PSO,GEN=12_MEMBER=258_PSO,,
GEN=13_MEMBER=274_PSO,GEN=12_MEMBER=248_PSO,,
GEN=13_MEMBER=275_PSO,GEN=10_MEMBER=217_PSO,,
GEN=13_MEMBER=276_PSO,GEN=5_MEMBER=110_PSO,,
GEN=13_MEMBER=277_PSO,GEN=6_MEMBER=139_PSO,,
GEN=13_MEMBER=278_PSO,GEN=3_MEMBER=75_PSO,,
GEN=13_MEMBER=279_PSO,GEN=11_MEMBER=228_PSO,,
GEN=14_MEMBER=280_PSO,GEN=4_MEMBER=97_PSO,,
GEN=14_MEMBER=281_PSO,GEN=2_MEMBER=53_PSO,,
GEN=14_MEMBER=282_PSO,GEN=6_MEMBER=137_PSO,,
GEN=14_MEMBER=283_PSO,GEN=11_MEMBER=226_PSO,,
GEN=14_MEMBER=284_PSO,GEN=6_MEMBER=130_PSO,,
GEN=14_MEMBER=285_PSO,GEN=0_MEMBER=16,,
GEN=14_MEMBER=286_PSO,GEN=2_MEMBER=40_PSO,,
GEN=14_MEMBER=287_PSO,GEN=6_MEMBER=139_PSO,,
GEN=14_MEMBER=288_PSO,GEN=12_MEMBER=258_PSO,,
GEN=14_MEMBER=289_PSO,GEN=4_MEMBER=99_PSO,,
GEN=14_MEMBER=290_PSO,GEN=5_MEMBER=118_PSO,,
GEN=14_MEMBER=291_PSO,GEN=8_MEMBER=176_PSO,,
GEN=14_MEMBER=292_PSO,GEN=7_MEMBER=144_PSO,,
GEN=14_MEMBER=293_PSO,GEN=10_MEMBER=217_PSO,,
GEN=14_MEMBER=294_PSO,GEN=3_MEMBER=75_PSO,,
GEN=14_MEMBER=295_PSO,GEN=11_MEMBER=228_PSO,,
GEN=14_MEMBER=296_PSO,GEN=13_MEMBER=261_PSO,,
GEN=14_MEMBER=297_PSO,GEN=13_MEMBER=272_PSO,,
GEN=14_MEMBER=298_PSO,GEN=12_MEMBER=248_PSO,,
GEN=14_MEMBER=299_PSO,GEN=13_MEMBER=275_PSO,,
GEN=15_MEMBER=300_PSO,GEN=4_MEMBER=97_PSO,,
GEN=15_MEMBER=301_PSO,GEN=2_MEMBER=53_PSO,,
GEN=15_MEMBER=302_PSO,GEN=6_MEMBER=137_PSO,,
GEN=15_MEMBER=303_PSO,GEN=11_MEMBER=226_PSO,,
GEN=15_MEMBER=304_PSO,GEN=7_MEMBER=144_PSO,,
GEN=15_MEMBER=305_PSO,GEN=13_MEMBER=275_PSO,,
GEN=15_MEMBER=306_PSO,GEN=12_MEMBER=258_PSO,,
GEN=15_MEMBER=307_PSO,GEN=2_MEMBER=40_PSO,,
GEN=15_MEMBER=308_PSO,GEN=6_MEMBER=139_PSO,,
GEN=15_MEMBER=309_PSO,GEN=5_MEMBER=118_PSO,,
GEN=15_MEMBER=310_PSO,GEN=6_MEMBER=130_PSO,,
GEN=15_MEMBER=311_PSO,GEN=4_MEMBER=99_PSO,,
GEN=15_MEMBER=312_PSO,GEN=0_MEMBER=16,,
GEN=15_MEMBER=313_PSO,GEN=10_MEMBER=217_PSO,,
GEN=15_MEMBER=314_PSO,GEN=3_MEMBER=75_PSO,,
GEN=15_MEMBER=315_PSO,GEN=13_MEMBER=261_PSO,,
GEN=15_MEMBER=316_PSO,GEN=11_MEMBER=228_PSO,,
GEN=15_MEMBER=317_PSO,GEN=13_MEMBER=272_PSO,,
GEN=15_MEMBER=318_PSO,GEN=14_MEMBER=293_PSO,,
GEN=15_MEMBER=319_PSO,GEN=8_MEMBER=176_PSO,,
GEN=16_MEMBER=320_PSO,GEN=4_MEMBER=97_PSO,,
GEN=16_MEMBER=321_PSO,GEN=2_MEMBER=53_PSO,,
GEN=16_MEMBER=322_PSO,GEN=6_MEMBER=137_PSO,,
GEN=16_MEMBER=323_PSO,GEN=11_MEMBER=226_PSO,,
GEN=16_MEMBER=324_PSO,GEN=7_MEMBER=144_PSO,,
GEN=16_MEMBER=325_PSO,GEN=13_MEMBER=272_PSO,,
GEN=16_MEMBER=326_PSO,GEN=12_MEMBER=258_PSO,,
GEN=16_MEMBER=327_PSO,GEN=6_MEMBER=130_PSO,,
GEN=16_MEMBER=328_PSO,GEN=2_MEMBER=40_PSO,,
GEN=16_MEMBER=329_PSO,GEN=6_MEMBER=139_PSO,,
GEN=16_MEMBER=330_PSO,GEN=4_MEMBER=99_PSO,,
GEN=16_MEMBER=331_PSO,GEN=5_MEMBER=118_PSO,,
GEN=16_MEMBER=332_PSO,GEN=8_MEMBER=176_PSO,,
GEN=16_MEMBER=333_PSO,GEN=0_MEMBER=16,,
GEN=16_MEMBER=334_PSO,GEN=13_MEMBER=275_PSO,,
GEN=16_MEMBER=335_PSO,GEN=10_MEMBER=217_PSO,,
GEN=16_MEMBER=336_PSO,GEN=3_MEMBER=75_PSO,,
GEN=16_MEMBER=337_PSO,GEN=13_MEMBER=261_PSO,,
GEN=16_MEMBER=338_PSO,GEN=11_MEMBER=228_PSO,,
GEN=16_MEMBER=339_PSO,GEN=14_MEMBER=293_PSO,,
GEN=17_MEMBER=340_PSO,GEN=4_MEMBER=97_PSO,,
GEN=17_MEMBER=341_PSO,GEN=2_MEMBER=53_PSO,,
GEN=17_MEMBER=342_PSO,GEN=6_MEMBER=137_PSO,,
GEN=17_MEMBER=343_PSO,GEN=11_MEMBER=226_PSO,,
GEN=17_MEMBER=344_PSO,GEN=2_MEMBER=40_PSO,,
GEN=17_MEMBER=345_PSO,GEN=6_MEMBER=139_PSO,,
GEN=17_MEMBER=346_PSO,GEN=7_MEMBER=144_PSO,,
GEN=17_MEMBER=347_PSO,GEN=4_MEMBER=99_PSO,,
GEN=17_MEMBER=348_PSO,GEN=5_MEMBER=118_PSO,,
GEN=17_MEMBER=349_PSO,GEN=8_MEMBER=176_PSO,,
GEN=17_MEMBER=350_PSO,GEN=13_MEMBER=272_PSO,,
GEN=17_MEMBER=351_PSO,GEN=16_MEMBER=321_PSO,,
GEN=17_MEMBER=352_PSO,GEN=3_MEMBER=75_PSO,,
GEN=17_MEMBER=353_PSO,GEN=12_MEMBER=258_PSO,,
GEN=17_MEMBER=354_PSO,GEN=11_MEMBER=228_PSO,,
GEN=17_MEMBER=355_PSO,GEN=6_MEMBER=130_PSO,,
GEN=17_MEMBER=356_PSO,GEN=16_MEMBER=331_PSO,,
GEN=17_MEMBER=357_PSO,GEN=14_MEMBER=293_PSO,,
GEN=17_MEMBER=358_PSO,GEN=10_MEMBER=217_PSO,,
GEN=17_MEMBER=359_PSO,GEN=16_MEMBER=335_PSO,,
GEN=18_MEMBER=360_PSO,GEN=4_MEMBER=97_PSO,,
GEN=18_MEMBER=361_PSO,GEN=2_MEMBER=53_PSO,,
GEN=18_MEMBER=362_PSO,GEN=6_MEMBER=137_PSO,,
GEN=18_MEMBER=363_PSO,GEN=11_MEMBER=226_PSO,,
GEN=18_MEMBER=364_PSO,GEN=16_MEMBER=321_PSO,,
GEN=18_MEMBER=365_PSO,GEN=12_MEMBER=258_PSO,,
GEN=18_MEMBER=366_PSO,GEN=2_MEMBER=40_PSO,,
GEN=18_MEMBER=367_PSO,GEN=7_MEMBER=144_PSO,,
GEN=18_MEMBER=368_PSO,GEN=4_MEMBER=99_PSO,,
GEN=18_MEMBER=369_PSO,GEN=8_MEMBER=176_PSO,,
GEN=18_MEMBER=370_PSO,GEN=10_MEMBER=217_PSO,,
GEN=18_MEMBER=371_PSO,GEN=6_MEMBER=139_PSO,,
GEN=18_MEMBER=372_PSO,GEN=17_MEMBER=358_PSO,,
GEN=18_MEMBER=373_PSO,GEN=14_MEMBER=293_PSO,,
GEN=18_MEMBER=374_PSO,GEN=5_MEMBER=118_PSO,,
GEN=18_MEMBER=375_PSO,GEN=6_MEMBER=130_PSO,,
GEN=18_MEMBER=376_PSO,GEN=16_MEMBER=331_PSO,,
GEN=18_MEMBER=377_PSO,GEN=13_MEMBER=272_PSO,,
GEN=18_MEMBER=378_PSO,GEN=17_MEMBER=357_PSO,,
GEN=18_MEMBER=379_PSO,GEN=11_MEMBER=228_PSO,,
GEN=19_MEMBER=380_PSO,GEN=4_MEMBER=97_PSO,,
GEN=19_MEMBER=381_PSO,GEN=2_MEMBER=53_PSO,,
GEN=19_MEMBER=382_PSO,GEN=6_MEMBER=137_PSO,,
GEN=19_MEMBER=383_PSO,GEN=11_MEMBER=226_PSO,,
GEN=19_MEMBER=384_PSO,GEN=2_MEMBER=40_PSO,,
GEN=19_MEMBER=385_PSO,GEN=12_MEMBER=258_PSO,,
GEN=19_MEMBER=386_PSO,GEN=8_MEMBER=176_PSO,,
GEN=19_MEMBER=387_PSO,GEN=10_MEMBER=217_PSO,,
GEN=19_MEMBER=388_PSO,GEN=7_MEMBER=144_PSO,,
GEN=19_MEMBER=389_PSO,GEN=6_MEMBER=130_PSO,,
GEN=19_MEMBER=390_PSO,GEN=6_MEMBER=139_PSO,,
GEN=19_MEMBER=391_PSO,GEN=4_MEMBER=99_PSO,,
GEN=19_MEMBER=392_PSO,GEN=18_MEMBER=364_PSO,,
