child,parent_1,parent_2,parent_3
GEN=41_MEMBER=69_PSO,GEN=40_MEMBER=38_PSO,,
GEN=42_MEMBER=70_PSO,GEN=41_MEMBER=62_PSO,,
GEN=42_MEMBER=71_PSO,GEN=40_MEMBER=36_PSO,,
GEN=42_MEMBER=72_PSO,GEN=40_MEMBER=33_PSO,,
GEN=42_MEMBER=73_PSO,GEN=39_MEMBER=563_PSO,,
GEN=42_MEMBER=74_PSO,GEN=39_MEMBER=559_PSO,,
GEN=42_MEMBER=75_PSO,GEN=38_MEMBER=535_PSO,,
GEN=42_MEMBER=76_PSO,GEN=38_MEMBER=530_PSO,,
GEN=42_MEMBER=77_PSO,GEN=38_MEMBER=521_PSO,,
GEN=42_MEMBER=78_PSO,GEN=37_MEMBER=491_PSO,,
GEN=42_MEMBER=79_PSO,GEN=35_MEMBER=442_PSO,,
GEN=42_MEMBER=80_PSO,GEN=35_MEMBER=424_PSO,,
GEN=42_MEMBER=81_PSO,GEN=34_MEMBER=397_PSO,,
GEN=42_MEMBER=82_PSO,GEN=34_MEMBER=396_PSO,,
GEN=42_MEMBER=83_PSO,GEN=34_MEMBER=395_PSO,,
GEN=42_MEMBER=84_PSO,GEN=32_MEMBER=350_PSO,,
GEN=42_MEMBER=85_PSO,GEN=31_MEMBER=322_PSO,,
GEN=42_MEMBER=86_PSO,GEN=29_MEMBER=261_PSO,,
GEN=42_MEMBER=87_PSO,GEN=27_MEMBER=190_PSO,,
GEN=42_MEMBER=88_PSO,GEN=27_MEMBER=188_PSO,,
GEN=42_MEMBER=89_PSO,GEN=41_MEMBER=57_PSO,,
GEN=42_MEMBER=90_PSO,GEN=40_MEMBER=39_PSO,,
GEN=42_MEMBER=91_PSO,GEN=40_MEMBER=37_PSO,,
GEN=42_MEMBER=92_PSO,GEN=40_MEMBER=35_PSO,,
GEN=42_MEMBER=93_PSO,GEN=40_MEMBER=32_PSO,,
GEN=42_MEMBER=94_PSO,GEN=40_MEMBER=30_PSO,,
GEN=42_MEMBER=95_PSO,GEN=40_MEMBER=25_PSO,,
GEN=42_MEMBER=96_PSO,GEN=39_MEMBER=561_PSO,,
GEN=42_MEMBER=97_PSO,GEN=39_MEMBER=555_PSO,,
GEN=42_MEMBER=98_PSO,GEN=38_MEMBER=539_PSO,,
GEN=42_MEMBER=99_PSO,GEN=40_MEMBER=31_PSO,,
GEN=43_MEMBER=100_PSO,GEN=27_MEMBER=188_PSO,,
GEN=43_MEMBER=101_PSO,GEN=39_MEMBER=563_PSO,,
GEN=43_MEMBER=102_PSO,GEN=42_MEMBER=88_PSO,,
GEN=43_MEMBER=103_PSO,GEN=42_MEMBER=70_PSO,,
GEN=43_MEMBER=104_PSO,GEN=40_MEMBER=36_PSO,,
GEN=43_MEMBER=105_PSO,GEN=39_MEMBER=559_PSO,,
GEN=43_MEMBER=106_PSO,GEN=40_MEMBER=33_PSO,,
GEN=43_MEMBER=107_PSO,GEN=38_MEMBER=530_PSO,,
GEN=43_MEMBER=108_PSO,GEN=38_MEMBER=521_PSO,,
GEN=43_MEMBER=109_PSO,GEN=37_MEMBER=491_PSO,,
GEN=43_MEMBER=110_PSO,GEN=35_MEMBER=442_PSO,,
GEN=43_MEMBER=111_PSO,GEN=35_MEMBER=424_PSO,,
GEN=43_MEMBER=112_PSO,GEN=34_MEMBER=397_PSO,,
GEN=43_MEMBER=113_PSO,GEN=34_MEMBER=396_PSO,,
GEN=43_MEMBER=114_PSO,GEN=34_MEMBER=395_PSO,,
GEN=43_MEMBER=115_PSO,GEN=32_MEMBER=350_PSO,,
GEN=43_MEMBER=116_PSO,GEN=31_MEMBER=322_PSO,,
GEN=43_MEMBER=117_PSO,GEN=29_MEMBER=261_PSO,,
GEN=43_MEMBER=118_PSO,GEN=27_MEMBER=190_PSO,,
GEN=43_MEMBER=119_PSO,GEN=38_MEMBER=535_PSO,,
GEN=43_MEMBER=120_PSO,GEN=42_MEMBER=89_PSO,,
GEN=43_MEMBER=121_PSO,GEN=41_MEMBER=62_PSO,,
GEN=43_MEMBER=122_PSO,GEN=41_MEMBER=57_PSO,,
GEN=43_MEMBER=123_PSO,GEN=40_MEMBER=39_PSO,,
GEN=43_MEMBER=124_PSO,GEN=40_MEMBER=37_PSO,,
GEN=43_MEMBER=125_PSO,GEN=40_MEMBER=35_PSO,,
GEN=43_MEMBER=126_PSO,GEN=40_MEMBER=32_PSO,,
GEN=43_MEMBER=127_PSO,GEN=40_MEMBER=30_PSO,,
GEN=43_MEMBER=128_PSO,GEN=40_MEMBER=25_PSO,,
GEN=43_MEMBER=129_PSO,GEN=39_MEMBER=561_PSO,,
GEN=44_MEMBER=130_PSO,GEN=39_MEMBER=563_PSO,,
GEN=44_MEMBER=131_PSO,GEN=43_MEMBER=121_PSO,,
GEN=44_MEMBER=132_PSO,GEN=43_MEMBER=120_PSO,,
GEN=44_MEMBER=133_PSO,GEN=35_MEMBER=442_PSO,,
GEN=44_MEMBER=134_PSO,GEN=42_MEMBER=88_PSO,,
GEN=44_MEMBER=135_PSO,GEN=42_MEMBER=70_PSO,,
GEN=44_MEMBER=136_PSO,GEN=35_MEMBER=424_PSO,,
GEN=44_MEMBER=137_PSO,GEN=34_MEMBER=397_PSO,,
GEN=44_MEMBER=138_PSO,GEN=34_MEMBER=396_PSO,,
GEN=44_MEMBER=139_PSO,GEN=34_MEMBER=395_PSO,,
GEN=44_MEMBER=140_PSO,GEN=40_MEMBER=36_PSO,,
GEN=44_MEMBER=141_PSO,GEN=32_MEMBER=350_PSO,,
GEN=44_MEMBER=142_PSO,GEN=40_MEMBER=33_PSO,,
GEN=44_MEMBER=143_PSO,GEN=31_MEMBER=322_PSO,,
GEN=44_MEMBER=144_PSO,GEN=29_MEMBER=261_PSO,,
GEN=44_MEMBER=145_PSO,GEN=27_MEMBER=190_PSO,,
GEN=44_MEMBER=146_PSO,GEN=27_MEMBER=188_PSO,,
GEN=44_MEMBER=147_PSO,GEN=39_MEMBER=559_PSO,,
GEN=44_MEMBER=148_PSO,GEN=38_MEMBER=530_PSO,,
GEN=44_MEMBER=149_PSO,GEN=38_MEMBER=521_PSO,,
GEN=44_MEMBER=150_PSO,GEN=37_MEMBER=491_PSO,,
GEN=44_MEMBER=151_PSO,GEN=42_MEMBER=89_PSO,,
GEN=44_MEMBER=152_PSO,GEN=41_MEMBER=62_PSO,,
GEN=44_MEMBER=153_PSO,GEN=41_MEMBER=57_PSO,,
GEN=44_MEMBER=154_PSO,GEN=40_MEMBER=39_PSO,,
GEN=44_MEMBER=155_PSO,GEN=40_MEMBER=37_PSO,,
GEN=44_MEMBER=156_PSO,GEN=40_MEMBER=35_PSO,,
GEN=44_MEMBER=157_PSO,GEN=40_MEMBER=32_PSO,,
GEN=44_MEMBER=158_PSO,GEN=40_MEMBER=30_PSO,,
GEN=44_MEMBER=159_PSO,GEN=40_MEMBER=25_PSO,,
GEN=45_MEMBER=160_PSO,GEN=27_MEMBER=188_PSO,,
GEN=45_MEMBER=161_PSO,GEN=44_MEMBER=146_PSO,,
GEN=45_MEMBER=162_PSO,GEN=44_MEMBER=131_PSO,,
GEN=45_MEMBER=163_PSO,GEN=39_MEMBER=563_PSO,,
GEN=45_MEMBER=164_PSO,GEN=43_MEMBER=120_PSO,,
GEN=45_MEMBER=165_PSO,GEN=40_MEMBER=33_PSO,,
GEN=45_MEMBER=166_PSO,GEN=42_MEMBER=88_PSO,,
GEN=45_MEMBER=167_PSO,GEN=40_MEMBER=36_PSO,,
GEN=45_MEMBER=168_PSO,GEN=39_MEMBER=559_PSO,,
GEN=45_MEMBER=169_PSO,GEN=38_MEMBER=530_PSO,,
GEN=45_MEMBER=170_PSO,GEN=38_MEMBER=521_PSO,,
GEN=45_MEMBER=171_PSO,GEN=37_MEMBER=491_PSO,,
GEN=45_MEMBER=172_PSO,GEN=35_MEMBER=442_PSO,,
GEN=45_MEMBER=173_PSO,GEN=35_MEMBER=424_PSO,,
GEN=45_MEMBER=174_PSO,GEN=34_MEMBER=397_PSO,,
GEN=45_MEMBER=175_PSO,GEN=34_MEMBER=396_PSO,,
GEN=45_MEMBER=176_PSO,GEN=34_MEMBER=395_PSO,,
GEN=45_MEMBER=177_PSO,GEN=32_MEMBER=350_PSO,,
GEN=45_MEMBER=178_PSO,GEN=29_MEMBER=261_PSO,,
GEN=45_MEMBER=179_PSO,GEN=27_MEMBER=190_PSO,,
GEN=45_MEMBER=180_PSO,GEN=42_MEMBER=70_PSO,,
GEN=45_MEMBER=181_PSO,GEN=41_MEMBER=57_PSO,,
GEN=45_MEMBER=182_PSO,GEN=40_MEMBER=39_PSO,,
GEN=45_MEMBER=183_PSO,GEN=40_MEMBER=37_PSO,,
GEN=45_MEMBER=184_PSO,GEN=40_MEMBER=35_PSO,,
GEN=45_MEMBER=185_PSO,GEN=40_MEMBER=32_PSO,,
GEN=45_MEMBER=186_PSO,GEN=40_MEMBER=30_PSO,,
GEN=45_MEMBER=187_PSO,GEN=40_MEMBER=25_PSO,,
GEN=45_MEMBER=188_PSO,GEN=43_MEMBER=121_PSO,,
GEN=45_MEMBER=189_PSO,GEN=42_MEMBER=89_PSO,,
GEN=46_MEMBER=190_PSO,GEN=40_MEMBER=33_PSO,,
GEN=46_MEMBER=191_PSO,GEN=38_MEMBER=530_PSO,,
GEN=46_MEMBER=192_PSO,GEN=38_MEMBER=521_PSO,,
GEN=46_MEMBER=193_PSO,GEN=37_MEMBER=491_PSO,,
GEN=46_MEMBER=194_PSO,GEN=45_MEMBER=164_PSO,,
GEN=46_MEMBER=195_PSO,GEN=44_MEMBER=146_PSO,,
GEN=46_MEMBER=196_PSO,GEN=35_MEMBER=442_PSO,,
GEN=46_MEMBER=197_PSO,GEN=43_MEMBER=121_PSO,,
GEN=46_MEMBER=198_PSO,GEN=43_MEMBER=120_PSO,,
GEN=46_MEMBER=199_PSO,GEN=35_MEMBER=424_PSO,,
GEN=46_MEMBER=200_PSO,GEN=42_MEMBER=88_PSO,,
GEN=46_MEMBER=201_PSO,GEN=34_MEMBER=397_PSO,,
GEN=46_MEMBER=202_PSO,GEN=34_MEMBER=396_PSO,,
GEN=46_MEMBER=203_PSO,GEN=34_MEMBER=395_PSO,,
GEN=46_MEMBER=204_PSO,GEN=32_MEMBER=350_PSO,,
GEN=46_MEMBER=205_PSO,GEN=29_MEMBER=261_PSO,,
GEN=46_MEMBER=206_PSO,GEN=27_MEMBER=190_PSO,,
GEN=46_MEMBER=207_PSO,GEN=27_MEMBER=188_PSO,,
GEN=46_MEMBER=208_PSO,GEN=39_MEMBER=563_PSO,,
GEN=46_MEMBER=209_PSO,GEN=39_MEMBER=559_PSO,,
GEN=46_MEMBER=210_PSO,GEN=45_MEMBER=188_PSO,,
GEN=46_MEMBER=211_PSO,GEN=45_MEMBER=187_PSO,,
GEN=46_MEMBER=212_PSO,GEN=44_MEMBER=131_PSO,,
GEN=46_MEMBER=213_PSO,GEN=42_MEMBER=70_PSO,,
GEN=46_MEMBER=214_PSO,GEN=41_MEMBER=57_PSO,,
GEN=46_MEMBER=215_PSO,GEN=40_MEMBER=39_PSO,,
GEN=46_MEMBER=216_PSO,GEN=40_MEMBER=37_PSO,,
GEN=46_MEMBER=217_PSO,GEN=40_MEMBER=36_PSO,,
GEN=46_MEMBER=218_PSO,GEN=40_MEMBER=35_PSO,,
GEN=46_MEMBER=219_PSO,GEN=40_MEMBER=25_PSO,,
GEN=47_MEMBER=220_PSO,GEN=46_MEMBER=218_PSO,,
GEN=47_MEMBER=221_PSO,GEN=39_MEMBER=559_PSO,,
GEN=47_MEMBER=222_PSO,GEN=38_MEMBER=530_PSO,,
GEN=47_MEMBER=223_PSO,GEN=38_MEMBER=521_PSO,,
GEN=47_MEMBER=224_PSO,GEN=37_MEMBER=491_PSO,,
GEN=47_MEMBER=225_PSO,GEN=46_MEMBER=198_PSO,,
GEN=47_MEMBER=226_PSO,GEN=35_MEMBER=442_PSO,,
GEN=47_MEMBER=227_PSO,GEN=46_MEMBER=195_PSO,,
GEN=47_MEMBER=228_PSO,GEN=35_MEMBER=424_PSO,,
GEN=47_MEMBER=229_PSO,GEN=34_MEMBER=397_PSO,,
GEN=47_MEMBER=230_PSO,GEN=34_MEMBER=396_PSO,,
GEN=47_MEMBER=231_PSO,GEN=45_MEMBER=164_PSO,,
GEN=47_MEMBER=232_PSO,GEN=34_MEMBER=395_PSO,,
GEN=47_MEMBER=233_PSO,GEN=32_MEMBER=350_PSO,,
GEN=47_MEMBER=234_PSO,GEN=43_MEMBER=121_PSO,,
GEN=47_MEMBER=235_PSO,GEN=43_MEMBER=120_PSO,,
GEN=47_MEMBER=236_PSO,GEN=29_MEMBER=261_PSO,,
GEN=47_MEMBER=237_PSO,GEN=27_MEMBER=190_PSO,,
GEN=47_MEMBER=238_PSO,GEN=41_MEMBER=57_PSO,,
GEN=47_MEMBER=239_PSO,GEN=27_MEMBER=188_PSO,,
GEN=47_MEMBER=240_PSO,GEN=39_MEMBER=563_PSO,,
GEN=47_MEMBER=241_PSO,GEN=46_MEMBER=200_PSO,,
GEN=47_MEMBER=242_PSO,GEN=46_MEMBER=197_PSO,,
GEN=47_MEMBER=243_PSO,GEN=46_MEMBER=194_PSO,,
GEN=47_MEMBER=244_PSO,GEN=45_MEMBER=187_PSO,,
GEN=47_MEMBER=245_PSO,GEN=44_MEMBER=146_PSO,,
GEN=47_MEMBER=246_PSO,GEN=42_MEMBER=88_PSO,,
GEN=47_MEMBER=247_PSO,GEN=42_MEMBER=70_PSO,,
GEN=47_MEMBER=248_PSO,GEN=40_MEMBER=33_PSO,,
GEN=47_MEMBER=249_PSO,GEN=40_MEMBER=25_PSO,,
GEN=48_MEMBER=250_PSO,GEN=47_MEMBER=249_PSO,,
GEN=48_MEMBER=251_PSO,GEN=38_MEMBER=521_PSO,,
GEN=48_MEMBER=252_PSO,GEN=43_MEMBER=120_PSO,,
GEN=48_MEMBER=253_PSO,GEN=38_MEMBER=530_PSO,,
GEN=48_MEMBER=254_PSO,GEN=47_MEMBER=235_PSO,,
GEN=48_MEMBER=255_PSO,GEN=39_MEMBER=559_PSO,,
GEN=48_MEMBER=256_PSO,GEN=46_MEMBER=218_PSO,,
GEN=48_MEMBER=257_PSO,GEN=43_MEMBER=121_PSO,,
GEN=48_MEMBER=258_PSO,GEN=46_MEMBER=198_PSO,,
GEN=48_MEMBER=259_PSO,GEN=39_MEMBER=563_PSO,,
GEN=48_MEMBER=260_PSO,GEN=45_MEMBER=164_PSO,,
GEN=48_MEMBER=261_PSO,GEN=37_MEMBER=491_PSO,,
GEN=48_MEMBER=262_PSO,GEN=35_MEMBER=442_PSO,,
GEN=48_MEMBER=263_PSO,GEN=35_MEMBER=424_PSO,,
GEN=48_MEMBER=264_PSO,GEN=34_MEMBER=397_PSO,,
GEN=48_MEMBER=265_PSO,GEN=34_MEMBER=396_PSO,,
GEN=48_MEMBER=266_PSO,GEN=34_MEMBER=395_PSO,,
GEN=48_MEMBER=267_PSO,GEN=32_MEMBER=350_PSO,,
GEN=48_MEMBER=268_PSO,GEN=29_MEMBER=261_PSO,,
GEN=48_MEMBER=269_PSO,GEN=27_MEMBER=190_PSO,,
GEN=48_MEMBER=270_PSO,GEN=40_MEMBER=25_PSO,,
GEN=48_MEMBER=271_PSO,GEN=47_MEMBER=239_PSO,,
GEN=48_MEMBER=272_PSO,GEN=46_MEMBER=200_PSO,,
GEN=48_MEMBER=273_PSO,GEN=46_MEMBER=195_PSO,,
GEN=48_MEMBER=274_PSO,GEN=46_MEMBER=194_PSO,,
GEN=48_MEMBER=275_PSO,GEN=45_MEMBER=187_PSO,,
GEN=48_MEMBER=276_PSO,GEN=44_MEMBER=146_PSO,,
GEN=48_MEMBER=277_PSO,GEN=42_MEMBER=88_PSO,,
GEN=48_MEMBER=278_PSO,GEN=42_MEMBER=70_PSO,,
GEN=48_MEMBER=279_PSO,GEN=40_MEMBER=33_PSO,,
GEN=49_MEMBER=280_PSO,GEN=48_MEMBER=273_PSO,,
GEN=49_MEMBER=281_PSO,GEN=48_MEMBER=270_PSO,,
GEN=49_MEMBER=282_PSO,GEN=35_MEMBER=424_PSO,,
GEN=49_MEMBER=283_PSO,GEN=34_MEMBER=397_PSO,,
GEN=49_MEMBER=284_PSO,GEN=47_MEMBER=249_PSO,,
GEN=49_MEMBER=285_PSO,GEN=34_MEMBER=396_PSO,,
GEN=49_MEMBER=286_PSO,GEN=47_MEMBER=235_PSO,,
GEN=49_MEMBER=287_PSO,GEN=46_MEMBER=218_PSO,,
GEN=49_MEMBER=288_PSO,GEN=34_MEMBER=395_PSO,,
GEN=49_MEMBER=289_PSO,GEN=46_MEMBER=198_PSO,,
GEN=49_MEMBER=290_PSO,GEN=46_MEMBER=195_PSO,,
GEN=49_MEMBER=291_PSO,GEN=32_MEMBER=350_PSO,,
GEN=49_MEMBER=292_PSO,GEN=29_MEMBER=261_PSO,,
GEN=49_MEMBER=293_PSO,GEN=45_MEMBER=164_PSO,,
GEN=49_MEMBER=294_PSO,GEN=44_MEMBER=146_PSO,,
GEN=49_MEMBER=295_PSO,GEN=27_MEMBER=190_PSO,,
GEN=49_MEMBER=296_PSO,GEN=43_MEMBER=120_PSO,,
GEN=49_MEMBER=297_PSO,GEN=39_MEMBER=563_PSO,,
GEN=49_MEMBER=298_PSO,GEN=39_MEMBER=559_PSO,,
GEN=49_MEMBER=299_PSO,GEN=38_MEMBER=530_PSO,,
GEN=49_MEMBER=300_PSO,GEN=38_MEMBER=521_PSO,,
GEN=49_MEMBER=301_PSO,GEN=37_MEMBER=491_PSO,,
GEN=49_MEMBER=302_PSO,GEN=35_MEMBER=442_PSO,,
GEN=49_MEMBER=303_PSO,GEN=48_MEMBER=254_PSO,,
GEN=49_MEMBER=304_PSO,GEN=48_MEMBER=250_PSO,,
GEN=49_MEMBER=305_PSO,GEN=47_MEMBER=239_PSO,,
GEN=49_MEMBER=306_PSO,GEN=46_MEMBER=200_PSO,,
GEN=49_MEMBER=307_PSO,GEN=46_MEMBER=194_PSO,,
GEN=49_MEMBER=308_PSO,GEN=45_MEMBER=187_PSO,,
GEN=49_MEMBER=309_PSO,GEN=43_MEMBER=121_PSO,,
GEN=50_MEMBER=310_PSO,GEN=27_MEMBER=190_PSO,,
GEN=50_MEMBER=311_PSO,GEN=46_MEMBER=198_PSO,,
GEN=50_MEMBER=312_PSO,GEN=49_MEMBER=307_PSO,,
GEN=50_MEMBER=313_PSO,GEN=43_MEMBER=120_PSO,,
GEN=50_MEMBER=314_PSO,GEN=39_MEMBER=563_PSO,,
GEN=50_MEMBER=315_PSO,GEN=45_MEMBER=164_PSO,,
GEN=50_MEMBER=316_PSO,GEN=39_MEMBER=559_PSO,,
GEN=50_MEMBER=317_PSO,GEN=34_MEMBER=397_PSO,,
GEN=50_MEMBER=318_PSO,GEN=38_MEMBER=521_PSO,,
GEN=50_MEMBER=319_PSO,GEN=49_MEMBER=289_PSO,,
GEN=50_MEMBER=320_PSO,GEN=37_MEMBER=491_PSO,,
GEN=50_MEMBER=321_PSO,GEN=35_MEMBER=442_PSO,,
GEN=50_MEMBER=322_PSO,GEN=35_MEMBER=424_PSO,,
GEN=50_MEMBER=323_PSO,GEN=34_MEMBER=396_PSO,,
GEN=50_MEMBER=324_PSO,GEN=32_MEMBER=350_PSO,,
GEN=50_MEMBER=325_PSO,GEN=48_MEMBER=270_PSO,,
GEN=50_MEMBER=326_PSO,GEN=46_MEMBER=218_PSO,,
GEN=50_MEMBER=327_PSO,GEN=48_MEMBER=250_PSO,,
GEN=50_MEMBER=328_PSO,GEN=47_MEMBER=249_PSO,,
GEN=50_MEMBER=329_PSO,GEN=29_MEMBER=261_PSO,,
GEN=50_MEMBER=330_PSO,GEN=47_MEMBER=235_PSO,,
GEN=50_MEMBER=331_PSO,GEN=49_MEMBER=309_PSO,,
GEN=50_MEMBER=332_PSO,GEN=49_MEMBER=308_PSO,,
GEN=50_MEMBER=333_PSO,GEN=49_MEMBER=293_PSO,,
GEN=50_MEMBER=334_PSO,GEN=49_MEMBER=290_PSO,,
GEN=50_MEMBER=335_PSO,GEN=49_MEMBER=281_PSO,,
GEN=50_MEMBER=336_PSO,GEN=47_MEMBER=239_PSO,,
GEN=50_MEMBER=337_PSO,GEN=46_MEMBER=200_PSO,,
GEN=50_MEMBER=338_PSO,GEN=49_MEMBER=303_PSO,,
GEN=50_MEMBER=339_PSO,GEN=34_MEMBER=395_PSO,,
GEN=51_MEMBER=340_PSO,GEN=47_MEMBER=249_PSO,,
GEN=51_MEMBER=341_PSO,GEN=39_MEMBER=563_PSO,,
GEN=51_MEMBER=342_PSO,GEN=50_MEMBER=332_PSO,,
GEN=51_MEMBER=343_PSO,GEN=50_MEMBER=331_PSO,,
GEN=51_MEMBER=344_PSO,GEN=39_MEMBER=559_PSO,,
GEN=51_MEMBER=345_PSO,GEN=50_MEMBER=327_PSO,,
GEN=51_MEMBER=346_PSO,GEN=38_MEMBER=521_PSO,,
GEN=51_MEMBER=347_PSO,GEN=37_MEMBER=491_PSO,,
GEN=51_MEMBER=348_PSO,GEN=50_MEMBER=311_PSO,,
GEN=51_MEMBER=349_PSO,GEN=35_MEMBER=442_PSO,,
GEN=51_MEMBER=350_PSO,GEN=35_MEMBER=424_PSO,,
GEN=51_MEMBER=351_PSO,GEN=49_MEMBER=307_PSO,,
GEN=51_MEMBER=352_PSO,GEN=34_MEMBER=397_PSO,,
GEN=51_MEMBER=353_PSO,GEN=34_MEMBER=396_PSO,,
